Name,Rarity,Attune,Type,Cost,Consumable?,Tool Proficiency,Spells Needed,Item Needed,Other Requirements,Description,Source,Craftable?,Lootable?,PLACEHOLDER
Black Dragon Mask,Legendary,Yes,Headgear,95000,No,Woodcarver’s Tools,,,,This horned mask of glossy ebony has horns and a skull-like mien. The mask reshapes to fit a wearer attuned to it. While you are wearing the mask and attuned to ita445 you can access the following properties.a446Damage Absorption. You have damage resistance to acid. If you already have damage resistance to acid from another sourcea445 you gain immunity to acid damage. If you already have immunity to acid damage from another sourcea445 you regain hit points equal to half of any acid damage you are dealt.a446Draconic Majesty. While you are wearing no armora445 you can add your Charisma bonus to your Armor Class.a446Dragon Breath. If you have a breath weapon that requires rest to rechargea445 it gains a recharge of 6.a446Dragon Sight. You gain darkvision with a radius of 60 feeta445 or an additional 60 feet of darkvision if you already have that sense. Once per daya445 you can gain blindsight out to a range of 30 feet for 5 minutes.a446Dragon Tongue. You can speak and understand Draconic. You also have advantage on any Charisma check you make against Black dragons.a446Legendary Resistance. (1/Day) If you fail a saving throwa445 you can choose to succeed instead.a446Water Breathing. You can breathe underwater.,HotDQa445 page 94,Yes,Yes,a
Wondrous Items: Neck,,,,,,,,,,,,,,a
Clockwork Amulet,Common,No,Necklace,100,No,Tinker’s Tools,,,,This copper amulet contains tiny interlocking gears and is powered by magic from Mechanusa445 a plane of clockwork predictability. A creature that puts an ear to the amulet can hear faint ticking and whirring noises coming from within.a446When you make an attack roll while wearing the amuleta445 you can forgo rolling the d20 to get a 10 on the die. Once useda445 this property can't be used again until the next dawn.,XGEa445 page 137,Yes,Yes,a
Dark Shard Amulet,Common,Warlock,Necklace,75,No,Jeweler’s Tools,,,,This amulet is fashioned from a single shard of resilient extraplanar material originating from the realm of your warlock patron. While you are wearing ita445 you gain the following benefits:a446You can use the amulet as a spellcasting focus for your warlock spells.a446You can try to cast a cantrip that you don't know. The cantrip must be on the warlock spell lista445 and you must make a DC 10 Intelligence (Arcana) check. If the check succeedsa445 you cast the spell. If the check failsa445 so does the spella445 and the action used to cast the spell is wasted. In either casea445 you can't use this property again until you finish a long rest.,XGEa445 page 137,Yes,Yes,a
Amulet of Proof against Detection and Location,Uncommon,Yes,Necklace,20000,No,Jeweler’s Tools,,,,While wearing this amuleta445 you are hidden from divination magic. You can't be targeted by such magic or perceived through magical scrying sensors.,DMGa445 page 150,Yes,Yes,a
Brooch of Shielding,Uncommon,Yes,Necklace,7500,No,Jeweler’s Tools,,,,While wearing this broocha445 you have resistance to force damagea445 and you have immunity to damage from the magic missile spell., DMGa445 page 156,Yes,Yes,a
Medallion of Thoughts,Uncommon,Yes,Necklace,3000,No,Jeweler’s Tools,Detect Thoughts,,,The medallion has 3 charges. While wearing ita445 you can use an action and expend 1 charge to cast the detect thoughts spell (save DC 13) from it. The medallion regains 1d3 expended charges daily at dawn.,DMGa445 page 181,Yes,Yes,a
Necklace of Adaption,Uncommon,Yes,Necklace,1500,No,Jeweler’s Tools,,,,While wearing this necklacea445 you can breathe normally in any environmenta445 and you have advantage on saving throws made against harmful gases and vapors (such as cloudkill and stinking cloud effectsa445 inhaled poisonsa445 and the breath weapons of some dragons).,DMGa445 page 182,Yes,Yes,a
Periapt of Health,Uncommon,No,Necklace,5000,No,Jeweler’s Tools,,,,You are immune to contracting any disease while you wear this pendant. If you are already infected with a diseasea445 the effects of the disease are suppressed while you wear the pendant.,DMGa445 page 184,Yes,Yes,a
Periapt of Wound Closure,Uncommon,Yes,Necklace,5000,No,Jeweler’s Tools,,,,While you wear this pendanta445 you stabilize whenever you are dying at the start of your turn. In additiona445 whenever you roll a Hit Die to regain hit pointsa445 double the number of hit points it restores.,DMGa445 page 184,Yes,Yes,a
Amulet of Health,Rare,Yes,Necklace,8000,No,Jeweler’s Tools,,,,Your Constitution score is 19 while you wear this amulet. It has no effect on you if your Constitution is already 19 or higher. Amulet of Proof against Detection and Location Wondrous item  uncommon (requires attunement) While wearing this amulet  you are hidden from divination magic. You can’t be targeted by such magic or perceived through magical scrying sensors.,DMGa445 page 150,Yes,Yes,a
Amulet of Protection from Turning,Rare,Yes,Necklace,4350,No,Jeweler’s Tools,,,,While you wear this amulet of silver and turquoisea445 you have advantage on saving throws against effects that turn undead.a446If you fail a saving throw against such an effecta445 you can choose to succeed instead. You can do so three timesa445 and expended uses recharge daily at dawn. Each time an effect that turns undead is used against youa445 the amulet glows with silvery blue light for a few seconds.,TftYPa445 page 228,Yes,Yes,a
Periapt of Proof Against Poison,Rare,No,Necklace,5000,No,Jeweler’s Tools,,,,This delicate silver chain has a brilliant-cut black gem pendant. While you wear ita445 poisons have no effect on you. You are immune to the poisoned condition and have immunity to poison damage.,DMGa445 page 184,Yes,Yes,a
Amulet of the Black Skull,Very Rare,Yes,Necklace,6400,No,Jeweler’s Tools,ENDED HERE,,,This amulet is carved from obsidian and shaped like a screaming humanoid skulla445 with ruby eyes and emeralds for teeth. It hangs from an iron chain necklace.a446The amulet has 6 charges and regains 1d6 charges daily at dawn. While wearing the amuleta445 you can use an action to expend 1 of its charges to transport yourself and anything you are wearing or carrying to a location within 100 feet of you. The destination you choose doesn't need to be in your line of sighta445 but it must be familiar to you (in other wordsa445 a place you have seen or visited)a445 and it must be on the same plane of existence as you. This effect isn't subject to the magic restrictions placed on the Tomb of the Nine Gods; thusa445 the amulet can be used to enter and exit the tomb.a446If you aren't undeada445 you must make a DC 16 Constitution saving throw each time you use the amulet to teleport. On a failed saving throwa445 the black skull cackles as you are transformed in transit. The transformation takes effect as soon as you arrive at the destinationa445 and is determined randomly by rolling percentile dice and consulting the Black Skull Transformation table.a446Black Skull Transformationa446d100        Transformationa44601-20        The symbol of Acererak is burned into your flesha445 a curse that can only be removed with a remove curse spell or similar magic. Until the curse endsa445 your hit points can't be restored by magic.a44621-35        You grow larger as if affected by an enlarge/reduce spella445 except the effect lasts for 1 hour.a44636-50        You grow smaller as if affected by an enlarge/reduce spella445 except the effect lasts for 1 hour.a44651-70        You arrive at the destination wearing nothing but the amulet of the black skull. Everything else that you were wearing or carrying appears in a random unoccupied space within 100 feet of you.a44671-95        You are paralyzed for 1 minute or until this effect is ended with a lesser restoration spell or similar magic.a44696-00        You become petrified. This effect can be ended only with a greater restoration spell or similar magic.,ToAa445 page 206,Yes,Yes,a
Amulet of the Planes,Very Rare,Yes,Necklace,160000,No,Jeweler’s Tools,,,,While wearing this amulet  you can use an action to name a location that you are familiar with on another plane of existence. Then make a DC 15 Intelligence check. On a successful check  you cast the plane shift spell. On a failure  you and each creature and object within 15 feet of you travel to a random destination. Roll a d100. On a 1–60  you travel to a random location on the plane you named. On a 61–100  you travel to a randomly determined plane of existence.,DMGa445 page 150,Yes,Yes,a
Holy Symbol of Ravenkind,Legendary,Yes,Necklace,51000,No,Jeweler’s Tools,,,,The Holy Symbol of Ravenkind is a unique holy symbol sacred to the good-hearted faithful of Barovia. It predates the establishment of any church in Barovia. According to legenda445 it was delivered to a paladin named Lugdana by a giant raven - or an angel in the form of a giant raven. Lugdana used the holy symbol to root out and destroy nests of vampires until her death. The high priests of Ravenloft kept and wore the holy symbol after Lugdana's passing.a446The holy symbol is a platinum amulet shaped like the suna445 with a large crystal embedded in its center.a446The holy symbol has 10 charges for the following properties. It regains 1d6 + 4 charges daily at dawn.a446Hold Vampires. As an Actiona445 you can expend 1 charge and present the holy symbol to make it flare with holy power. Vampires and vampire spawn within 30 feet of the holy symbol when it flares must make a DC 15 Wisdom saving throw. On a failed savea445 a target is paralyzed for 1 minute. It can repeat the saving throw at the end of its turns to end the effect on itself.a446Turn Undead. If you have the Turn Undead or the Turn the Unholy featurea445 you can expend 3 charges when you present the holy symbol while using that feature. When you do soa445 undead have disadvantage on their saving throws against the effect.a446Sunlight. As an actiona445 you can expend 5 charges while presenting the holy symbol to make it shed bright light in a 30-foot radius and dim light for an additional 30 feet. The light is sunlight and lasts for 10 minutes or until you end the effect (no action required).,CoSa445 page 222,Yes,Yes,a
Scarab of Protection,Legendary,Yes,Necklace,36000,No,Jeweler’s Tools,,,,If you hold this beetle-shaped medallion in your hand for 1 rounda445 an inscription appears on its surface revealing its magical nature. It provides two benefits while it is on your person:a446You have advantage on saving throws against spells.a446The scarab has 12 charges. If you fail a saving throw against a necromancy spell or a harmful effect originating from an undead creaturea445 you can use your reaction to expend 1 charge and turn the failed save into a successful one. The scarab crumbles into powder and is destroyed when its last charge is expended.,DMGa445 page 199,Yes,Yes,a
Wondrous Items: Shoulders,,,,,,,,,,,,,,a
Cloak of Billowing,Common,No,Cloak,100,No,Weaver’s Tools,,,,While wearing this cloaka445 you can use a bonus action to make it billow dramatically.,XGEa445 page 136,Yes,Yes,a
Cloak of Many Fashions,Common,No,Cloak,90,No,Weaver’s Tools,,,,While wearing this cloaka445 you can use a bonus action to change the stylea445 colora445 and apparent quality of the garment. The cloak's weight doesn't change. Regardless of its appearancea445 the cloak can't be anything but a cloak. Although it can duplicate the appearance of other magic cloaksa445 it doesn't gain their magical properties.,XGEa445 page 136,Yes,Yes,a
Cloak of Elvenkind,Uncommon,Yes,Cloak,5000,No,Weaver’s Tools,,,,While you wear this cloak with its hood upa445 Wisdom (Perception) checks made to see you have disadvantage. and you have advantage on Dexterity (Stealth) checks made to hidea445 as the cloak's color shifts to camouflage you. Pulling the hood up or down requires an action.,DMGa445 page 158,Yes,Yes,a
Cloak of Protection,Uncommon,Yes,Cloak,3500,No,Leatherworker’s Tools,,,,You gain a +1 bonus to AC and saving throws while you wear this cloak,DMGa445 page 159,Yes,Yes,a
Cloak of the Manta Ray,Uncommon,No,Cloak,6000,No,Leatherworker’s Tools,,,,While wearing this cloak with its hood upa445 you can breathe underwatera445 and you have a swimming speed of 60 feet. Pulling the hood up or down requires an action.,DMGa445 page 159,Yes,Yes,a
Piwafwi (Cloak of Elvenkind),Uncommon,Yes,Cloak,200,No,Weaver’s Tools,,,,This dark spider-silk cloak is made by drow. It is a cloak of elvenkind. It loses its magic if exposed to sunlight for 1 hour without interruption.a446While you wear this cloak with its hood upa445 Wisdom (Perception) checks made to see you have disadvantage. and you have advantage on Dexterity (Stealth) checks made to hidea445 as the cloak's color shifts to camouflage you. Pulling the hood up or down requires an action.,OotAa445 page 222,Yes,Yes,a
Cape of the Mountebank,Rare,No,Cloak,8000,No,Weaver’s Tools,,,,,,Yes,Yes,a
Cloak of Displacement,Rare,Yes,Cloak,60000,No,Leatherworker’s Tools,,,,While you wear this cloaka445 it projects an illusion that makes you appear to be standing in a place near your actual locationa445 causing any creature to have disadvantage on attack rolls against you. If you take damagea445 the property ceases to function until the start of your next turn. This property is suppressed while you are incapacitateda445 restraineda445 or otherwise unable to move.,DMGa445 page 158,Yes,Yes,a
Cloak of the Bat,Rare,Yes,Cloak,6000,No,Leatherworker’s Tools,,,,While wearing this cloaka445 you have advantage on Dexterity (Stealth) checks. In an area of dim light or darknessa445 you can grip the edges of the cloak with both hands and use it to fly at a speed of 40 feet. If you ever fail to grip the cloak's edges while flying in this waya445 or if you are no longer in dim light or darknessa445 you lose this flying speed.a446While wearing the cloak in an area of dim light or darknessa445 you can use your action to cast polymorph on yourselfa445 transforming into a bat. While you are in the form of the bata445 you retain your Intelligencea445 Wisdoma445 and Charisma scores. The cloak can't be used this way again until the next dawn.,DMGa445 page 159,Yes,Yes,a
Hell Hound Cloak,Rare,Yes,Cloak,1700,No,Leatherworker’s Tools,,,,This dark cloak is made of cured hell hound hide. As an actiona445 you can command the cloak to transform you into a hell hound for up to 1 hour. The transformation otherwise functions as the polymorph spella445 but you can use a bonus action to revert to your normal form.a446Curse. This cloak is cursed with the essence of a hell hounda445 and becoming attuned to it extends the curse to you. Until the curse is broken with remove curse or similar magica445 you are unwilling to part with the cloaka445 keeping it within reach at all times.a446The sixth time you use the cloaka445 and each time thereaftera445 you must make a DC 15 Charisma saving throw. On a failed savea445 the transformation lasts until dispelled or until you drop to 0 hit pointsa445 and you can't willingly return to normal form. If you ever remain in hell hound form for 6 hoursa445 the transformation becomes permanent and you lose your sense of self. All your statistics are then replaced by those of a hell hound. Thereaftera445 only remove curse or similar magic allows you to regain your identity and return to normal. If you remain in this permanent form for 6 daysa445 only a wish spell can reverse the transformation.,TftYPa445 page 228,Yes,Yes,a
Mantle of Spell Resistance,Rare,Yes,Cloak,30000,No,Leatherworker’s Tools,,,,You have advantage on saving throws against spells while you wear this cloak.,DMGa445 page 180,Yes,Yes,a
Piwafwi of Fire Resistance,Rare,Yes,Cloak,1400,No,Weaver’s Tools,,,,This dark spider-silk cloak is made by drow. It is a cloak of elvenkind. It also grants resistance to fire damage while you wear it. It loses its magic if exposed to sunlight for 1 hour without interruption.a446While you wear this cloak with its hood upa445 Wisdom (Perception) checks made to see you have disadvantage. and you have advantage on Dexterity (Stealth) checks made to hidea445 as the cloak's color shifts to camouflage you. Pulling the hood up or down requires an action.,OotAa445 page 222,Yes,Yes,a
Wings of Flying,Rare,Yes,Cloak,5000,No,Weaver’s Tools,,,,While wearing this cloaka445 you can use an action to speak its command word. This turns the cloak into a pair of bat wings or bird wings on your back for 1 hour or until you repeat the command word as an action. The wings give you a flying speed of 60 feet. When they disappeara445 you can't use them again for 1d12 hours.,DMGa445 page 214,Yes,Yes,a
Cloak of Arachnida,Very Rare,Yes,Cloak,5000,No,Weaver’s Tools,,,,This fine garment is made of black silk interwoven with faint silvery threads. While wearing ita445 you gain the following benefits:a446You have resistance to poison damage.a446You have a climbing speed equal to your walking speed.a446You can move upa445 downa445 and across vertical surfaces and upside down along ceilingsa445 while leaving your hands free.a446You can't be caught in webs of any sort and can move through webs as if they were difficult terrain.a446You can use an action to cast the web spell (save DC 13). The web created by the spell fills twice its normal area. Once useda445 this property of the cloak can't be used again until the next dawn.,DMGa445 page 158,Yes,Yes,a
Cloak of Invisibility,Legendary,Yes,Cloak,80000,No,Weaver’s Tools,,,,While wearing this cloaka445 you can pull its hood over your head to cause yourself to become invisible. While you are invisiblea445 anything you are carrying or wearing is invisible with you. You become visible when you cease wearing the hood. Pulling the hood up or down requires an action.a446Deduct the time you are invisiblea445 in increments of 1 minutea445 from the cloak's maximum duration of 2 hours. After 2 hours of usea445 the cloak ceases to function. For every uninterrupted period of 12 hours the cloak goes unuseda445 it regains 1 hour of duration.,DMGa445 page 158,Yes,Yes,a
Wondrous Items: Arms & Wrists,,,,,,,,,,,,,,a
Bracers of Archery,Uncommon,Yes,Armguard,1500,No,Leatherworker’s Tools,,,,While wearing these bracers  you have proficiency with the longbow and shortbow  and you gain a +2 bonus to damage rolls on ranged attacks made with such weapons.,DMGa445 page 156,Yes,Yes,a
Bracer of Flying Daggers,Rare,Yes,Armguard,1000,No,Leatherworker’s Tools,,,,This armband appears to have thin daggers strapped to it. As an actiona445 you can pull up to two magic daggers from the bracer and immediately hurl thema445 making a ranged attack with each dagger. A dagger vanishes if you don't hurl it right awaya445 and the daggers disappear right after they hit or miss. The bracer never runs out of daggers.,WDHa445 page 190,Yes,Yes,a
Bracers of Defense,Rare,Yes,Armguard,5000,No,Leatherworker’s Tools/Smith's Tools,,,,While wearing these bracers  you gain a +2 bonus to AC if you are wearing no armor and using no shield.,DMGa445 page 156,Yes,Yes,a
Bracelet of Rock Magic,Very Rare,Yes,Armguard,9000,No,Leatherworker’s Tools,,,,While you wear this gold braceleta445 it grants you immunity to being petrifieda445 and it allows you to cast flesh to stone (save DC 15) as an action. Once the spell has been cast three timesa445 the bracelet can no longer cast it. Thereaftera445 you can cast stone shape as an action. After you have done this thirteen timesa445 the bracelet loses its magic and turns from gold to lead.a446Curse. The bracelet's affinity with earth manifests as an unusual curse. Creatures of flesh that are strongly related to earth and stonea445 such as stone giants and dwarvesa445 have advantage on the saving throw against flesh to stone cast from the bracelet. If such a creature's save is successfula445 the bracelet breaks your attunement to it and casts the spell on you. You make your saving throw with disadvantagea445 and on a failed save you are petrified instantly.,TftYPa445 page 228,Yes,Yes,a
Illusionist’s Bracers,Very Rare,Yes,Armguard,13500,No,Leatherworker’s Tools,,,,A powerful illusionist of House Dimir originally developed these bracersa445 which enabled her to create multiple minor illusions at once. The bracers' powera445 thougha445 extends far beyond illusions.a446While wearing the bracersa445 whenever you cast a cantripa445 you can use a bonus action on the same turn to cast that cantrip a second time.,GGRa445 page 178,No,No,a
Wondrous Items: Hands,,,,,,,,,,,,,,a
Gauntlets of Ogre Power,Uncommon,Yes,Armguard,8000,No,Smith Tools,,,,Your Strength score is 19 while you wear these gauntlets. They have no effect on you if your Strength is already 19 or higher without them.,DMGa445 page 171,Yes,Yes,a
Gloves of Missile Snaring,Uncommon,Yes,Armguard,3000,No,Leatherworker’s Tools,,,,These gloves seem to almost meld into your hands when you don them. When a ranged weapon attack hits you while you're wearing thema445 you can use your reaction to reduce the damage by 1d10 + your Dexterity modifiera445 provided that you have a free hand. If you reduce the damage to 0a445 you can catch the missile if it is small enough for you to hold in that hand.,DMGa445 page 172,Yes,Yes,a
Gloves of Climbing and Swimming,Uncommon,Yes,Armguard,2000,No,Leatherworker’s Tools,,,,While wearing these glovesa445 climbing and swimming don't cost you extra movementa445 and you gain a +5 bonus to Strength (Athletics) checks made to climb or swim.,DMGa445 page 172,Yes,Yes,a
Gloves of Thievery,Uncommon,No,Armguard,5000,No,Leatherworker’s Tools,,,,These gloves are invisible while worn. While wearing thema445 you gain a +5 bonus to Dexterity (Sleight of Hand) checks and Dexterity checks made to pick locks.,DMGa445 page 172,Yes,Yes,a
Claws of the Umber Hulk,Rare,Yes,Armguard,4300,No,Leatherworker’s Tools,,Umber Hulk,,These heavy gauntlets of brown iron are forged in the shape of an umber hulk's clawsa445 and they fit the wearer's hands and forearms all the way up to the elbow. While wearing both clawsa445 you gain a burrowing speed of 20 feeta445 and you can tunnel through solid rock at a rate of 1 foot per round.a446You can use a claw as a melee weapon while wearing it. You have proficiency with ita445 and it deals 1d8 slashing damage on a hit (your Strength modifier applies to the attack and damage rollsa445 as normal).a446While wearing the clawsa445 you can't manipulate objects or cast spells with somatic components.,PotAa445 page 222,Yes,Yes,a
Wondrous Items: Body,,,,,,,,,,,,,,a
Clothes of Mending,Common,No,Robes,50,No,Weaver’s Tools,,,,This elegant outfit of traveler's clothes magically mends itself to counteract daily wear and tear. Pieces of the outfit that are destroyed can't be repaired in this way.,XGEa445 page 137,Yes,Yes,a
Mizzium Apparatus,Uncommon,Yes,Robes,500,No,Alchemist Supplies,,,,Innovation is a dangerous pursuita445 at least the way the mages of the Izzet League engage in it. As protection against the risk of an experiment going awrya445 they have developed a device to help channel and control their magic. This apparatus is a collection of leather strapsa445 flexible tubinga445 glass cylindersa445 and platesa445 bracersa445 and fittings made from a magic-infused metal alloy called mizziuma445 all assembled into a harness. The item weighs 8 pounds.a446While you are wearing the mizzium apparatusa445 you can use it as an arcane focus. In additiona445 you can attempt to cast a spell that you do not know or have prepared. The spell you choose must be on your class's spell list and of a level for which you have a spell slota445 and you must provide the spell's components.a446You expend a spell slot to cast the spell as normala445 but before resolving it you must make an Intelligence (Arcana) check. The DC is 10 + twice the level of the spell slot you expend to cast the spell.a446On a successful checka445 you cast the spell as normala445 using your spell save DC and spellcasting ability modifier. On a failed checka445 you cast a different spell from the one you intended. Randomly determine the spell you cast by rolling on the table for the level of the spell slot you expended. If the slot is 6th level or highera445 roll on the table for 5th-level spells.a446If you try to cast a cantrip you don't knowa445 the DC for the Intelligence (Arcana) check is 10a445 and on a failed checka445 there is no effect.a4461st-Level Spellsa446d6        spella4461        burning handsa4462        chaos bolta4463        color spraya4464        faerie firea4465        fog clouda4466        thunderwavea4462nd-Level Spellsa446d6        spella4461        blura4462        gust of winda4463        heat metala4464        Melf's acid arrowa4465        scorching raya4466        shattera4463rd-Level Spellsa446d6        spella4461        feara4462        feign deatha4463        fireballa4464        gaseous forma4465        sleet storma4466        stinking clouda4464th-Level Spellsa446d4        spella4461        confusiona4462        conjure minor elementalsa4463        Evard's black tentaclesa4464        ice storma4465th-Level Spellsa446d4        spella4461        animate objectsa4462        cloudkilla4463        cone of colda4464        flame strike,GGRa445 page 179,n,n,a
Robe of Serpents,Uncommon,Yes,Robes,375,No,Weaver’s Tools,,,,A robe of serpents is a stylish silk garment that is popular among wealthy nobles and retired assassins. The robe is emblazoned with 1d4 + 3 stylized serpentsa445 all brightly colored.a446As a bonus action on your turna445 you can transform one of the robe's serpents into a giant poisonous snake. The snake instantly falls from the robea445 slithers into an unoccupied space next to youa445 and acts on your initiative count. The snake can tell friendly creatures from hostile ones and attacks the latter. The snake disappears in a harmless puff of smoke after 1 houra445 when it drops to 0 hit pointsa445 or when you dismiss it (no action required). Once detacheda445 a snake can't return to the robe. When all of the robe's snakes have detacheda445 the robe becomes a nonmagical garment.,SKTa445 page 236,Yes,Yes,a
Wingwear,Uncommon,Yes,Robes,300,No,Weaver’s Tools,,,,This snug uniform has symbols of air stitched into it and leathery flaps that stretch along the armsa445 waista445 and legs to create wings for gliding. A suit of wingwear has 3 charges. While you wear the suita445 you can use a bonus action and expend 1 charge to gain a flying speed of 30 feet until you land. At the end of each of your turnsa445 your altitude drops by 5 feet. Your altitude drops instantly to 0 feet at the end of your turn if you didn't fly at least 30 feet horizontally on that turn. When your altitude drops to 0 feeta445 you land (or fall)a445 and you must expend another charge to use the suit again.a446The suit regains all of its expended charges after spending at least 1 hour in an elemental air node.,PotAa445 page 223,Yes,Yes,a
Lord’s Ensemble,Rare,Yes,Robes,5000,No,Weaver’s Tools,,,,The Masked Lords of Waterdeep don this ensemble when meeting with one another. This raiment renders each lord indistinguishable from the others. The ensemble consists of three pieces—a helma445 an amuleta445 and a robe—that function as a single magic item when worn togethera445 but only within the city of Waterdeep and its sewers. You become attuned to the ensemble as a single item.a446Lord's Helm. This bucket helm covers your head and conceals your face. Screens over the eyes help to shroud your identity without blinding you. While you wear the helma445 your voice is magically altered to sound genderlessa445 and you are immune to magic that allows other creatures to read your thoughtsa445 to determine whether you are lyinga445 to know your alignmenta445 or to know your creature type. Creatures can communicate telepathically with you only if you allow it.a446Lord's Amulet. This amulet bears the crest of Waterdeep. It functions as an amulet of proof against detection and location.a446Lord's Robe. This elegant robe functions as a ring of free actiona445 and it creates the illusion that you have a nondescripta445 androgynous humanoid build and stand 6 feet tall.,WDHa445 page 191,Yes,Yes,a
Robe of Eyes,Rare,Yes,Robes,30000,No,Weaver’s Tools,,,,This robe is adorned with eyelike patterns. While you wear the robea445 you gain the following benefits:a446The robe lets you see in all directionsa445 and you have advantage on Wisdom (Perception) checks that rely on sight.a446You have darkvision out to a range of 120 feet.a446You can see invisible creatures and objectsa445 as well as see into the Ethereal Planea445 out to a range of 120 feet.a446The eyes on the robe can't be closed or averted. Although you can close or avert your own eyesa445 you are never considered to be doing so while wearing this robe.a446A light spell cast on the robe or a daylight spell cast within 5 feet of the robe causes you to be blinded for 1 minute. At the end of each of your turnsa445 you can make a Constitution saving throw (DC 11 for light or DC 15 for daylight)a445 ending the blindness on a success.,DMGa445 page 193,Yes,Yes,a
Robe of Summer,Rare,Yes,Robes,2900,No,Weaver’s Tools,,,,This elegant garment is made from fine cloth in hues of reda445 orangea445 and gold. While you wear the robea445 you have resistance to cold damage. In additiona445 you are comfortable as if the temperature were that of a balmy daya445 so you suffer no ill effects from the weather's temperature extremes.,TftYPa445 page 229,Yes,Yes,a
Robe of Scintillating Colours,Very Rare,Yes,Robes,6000,No,Weaver’s Tools,,,,This robe has 3 chargesa445 and it regains 1d3 expended charges daily at dawn. While you wear ita445 you can use an action and expend 1 charge to cause the garment to display a shifting pattern of dazzling hues until the end of your next turn. During this timea445 the robe sheds bright light in a 30-foot radius and dim light for an additional 30 feet. Creatures that can see you have disadvantage on attack rolls against you. In additiona445 any creature in the bright light that can see you when the robe's power is activated must succeed on a DC 15 Wisdom saving throw or become stunned until the effect ends.,DMGa445 page 194,Yes,Yes,a
Robe of Stars,Very Rare,Yes,Robes,60000,No,Weaver’s Tools,,,,This black or dark blue robe is embroidered with small white or silver stars. You gain a +1 bonus to saving throws while you wear it.a446Six starsa445 located on the robe's upper front portiona445 are particularly large. While wearing this robea445 you can use an action to pull off one of the stars and use it to cast magic missile as a 5th-level spell. Daily at duska445 1d6 removed stars reappear on the robe.a446While you wear the robea445 you can use an action to enter the Astral Plane along with everything you are wearing and carrying. You remain there until you use an action to return to the plane you were on. You reappear in the last space you occupieda445 or if that space is occupieda445 the nearest unoccupied space.,DMGa445 page 194,Yes,Yes,a
Robe of the Archmagi,Legendary,Yes,Robes,34000,No,Weaver’s Tools,,,,This elegant garment is made from exquisite cloth of whitea445 graya445 or black and adorned with silvery runes. The robe's color corresponds to the alignment for which the item was created. A white robe was made for gooda445 gray for neutrala445 and black for evil. You can't attune to a robe of the archmagi that doesn't correspond to your alignment.a446You gain these benefits while wearing the robe:a446If you aren't wearing armora445 your base Armor Class is 15 + your Dexterity modifier.a446You have advantage on saving throws against spell and other magical effects.a446Your spell save DC and spell attack bonus each increase by 2.,DMGa445 page 194,Yes,Yes,a
Wondrous Items: Waist,,,,,,,,,,,,,,a
Belt of Dwarvenkind,Rare,Yes,Belt,6000,No,Leatherworker’s Tools,,,,While wearing this belt  you gain the following benefits:a446Your Constitution score increases by 2  to a maximum of 20.a446You have advantage on Charisma (Persuasion) checks made to interact with dwarves.a446In addition  while attuned to the belt  you have a 50 percent chance each day at dawn of growing a full beard if you’re capable of growing one  or a visibly thicker beard if you already have one.a446If you aren’t a dwarf  you gain the following additional benefits while wearing the belt:a446You have advantage on saving throws against poison  and you have resistance against poison damage.a446You have darkvision out to a range of 60 feet.a446You can speak  read  and write Dwarvish.,DMGa445 page 155,Yes,Yes,a
Belt of Giant’s Strength (Hill),Rare,Yes,Belt,4000,No,Leatherworker’s Tools,,,,While wearing this belt  your Strength score changes to 21. If your Strength is already equal to or greater than the belt’s score  the item has no effect on you.,DMGa445 page 155,Yes,Yes,a
Belt of Giant’s Strength (Stone/Frost),Very Rare,Yes,Belt,12000,No,Leatherworker’s Tools,,,,While wearing this belt  your Strength score changes to 23. If your Strength is already equal to or greater than the belt’s score  the item has no effect on you.,DMGa445 page 155,Yes,Yes,a
Belt of Giant’s Strength (Fire),Very Rare,Yes,Belt,36000,No,Leatherworker’s Tools,,,,While wearing this belt  your Strength score changes to 25. If your Strength is already equal to or greater than the belt’s score  the item has no effect on you.,DMGa445 page 155,Yes,Yes,a
Belt of Giant’s Strength (Cloud),Legendary,Yes,Belt,66000,No,Leatherworker’s Tools,,,,While wearing this belt  your Strength score changes to 27. If your Strength is already equal to or greater than the belt’s score  the item has no effect on you.,DMGa445 page 155,Yes,Yes,a
Belt of Giant’s Strength (Storm),Legendary,Yes,Belt,100000,No,Leatherworker’s Tools,,,,While wearing this belt  your Strength score changes to 29. If your Strength is already equal to or greater than the belt’s score  the item has no effect on you.,DMGa445 page 155,Yes,Yes,a
Wondrous Items: Feet,,,,,,,,,,,,,,a
Boots of False Tracks,Common,No,Boots,60,No,Cobbler’s Tools,,,,Only humanoids can wear these boots. While wearing the bootsa445 you can choose to have them leave tracks like those of another kind of humanoid of your size.,XGEa445 page 136,Yes,Yes,a
Boots of Elvenkind,Uncommon,No,Boots,2500,No,Cobbler’s Tools,,,,While you wear these boots  your steps make no sound  regardless of the surface you are moving across. You also have advantage on Dexterity (Stealth) checks that rely on moving silently.,DMGa445 page 155,Yes,Yes,a
Boots of Striding and Springing,Uncommon,Yes,Boots,5000,No,Cobbler’s Tools,,,,While you wear these boots  your walking speed becomes 30 feet  unless your walking speed is higher  and your speed isn’t reduced if you are encumbered or wearing heavy armor. In addition  you can jump three times the normal distance  though you can’t jump farther than your remaining movement would allow.,DMGa445 page 156,Yes,Yes,a
